procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 2  0      0 13600068   2272 1491384    0    0 442993 238572 230785 66511  9 14 76  0  0 2018-10-26 16:20:02
 1  0      0 13600116   2272 1491328    0    0 438877 235562 228188 67472  9 14 77  0  0 2018-10-26 16:20:12
 2  0      0 13600052   2272 1491436    0    0 439606 236737 228961 65578  9 14 77  0  0 2018-10-26 16:20:22
 2  0      0 13600024   2272 1491440    0    0 437290 234903 227455 65960  9 14 77  0  0 2018-10-26 16:20:32
 1  0      0 13600024   2272 1491440    0    0 436612 234946 227315 66641  9 14 77  0  0 2018-10-26 16:20:42
 2  0      0 13599960   2272 1491544    0    0 435122 234171 226506 65452  9 14 77  0  0 2018-10-26 16:20:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 2  0      0 13599564   2272 1491600    0    0 434651 234620 226672 66516 10 14 77  0  0 2018-10-26 16:21:02
 2  0      0 13599620   2272 1491596    0    0 430586 232084 224595 65201  9 14 77  0  0 2018-10-26 16:21:12
 2  0      0 13599620   2272 1491572    0    0 433226 233337 225624 63343  9 14 77  0  0 2018-10-26 16:21:22
 3  0      0 13599620   2272 1491572    0    0 434629 233908 226182 63293  9 14 77  0  0 2018-10-26 16:21:32
 2  0      0 13599620   2272 1491576    0    0 431816 232836 224947 65504  9 14 77  0  0 2018-10-26 16:21:42
 1  0      0 13599648   2272 1491588    0    0 432782 233086 225487 67466  9 14 77  0  0 2018-10-26 16:21:52
 2  0      0 13599464   2272 1491688    0    0 428342 230770 223191 68308  9 14 77  0  0 2018-10-26 16:22:02
 2  0      0 13599520   2272 1491692    0    0 424602 229026 221325 67797  9 14 77  0  0 2018-10-26 16:22:12
 2  0      0 13599520   2272 1491720    0    0 424777 228946 221263 67953  9 14 77  0  0 2018-10-26 16:22:22
 2  0      0 13599520   2272 1491724    0    0 426175 229624 222074 62546  9 14 77  0  0 2018-10-26 16:22:32
 2  0      0 13599552   2272 1491692    0    0 422511 227660 220081 63527  9 14 77  0  0 2018-10-26 16:22:42
 1  0      0 13599580   2272 1491708    0    0 423690 228006 220409 62580  9 14 77  0  0 2018-10-26 16:22:52
 1  0      0 13599452   2272 1491680    0    0 423672 228762 221001 64505  9 14 77  0  0 2018-10-26 16:23:02
